 #  exciton energy  xx  yy  zz xy  xz  yz
         3.9114         0.0860         0.1625         0.0000        -0.1176         0.0000         0.0000
         3.9178         0.0191         0.0001         0.0000         0.0013         0.0000         0.0000
         3.9246         1.0853         3.2829         0.0000        -1.8874         0.0000         0.0000
         3.9342         0.1715         0.0053         0.0000        -0.0212         0.0000         0.0000
         3.9660         0.0765         0.3292         0.0000         0.1568         0.0000         0.0000
         4.0976         0.0571         1.0241         0.0000        -0.0858         0.0000         0.0000
         4.1050         0.0953         0.2450         0.0000        -0.1512         0.0000         0.0000
         4.1065         0.0108         0.0017         0.0000        -0.0040         0.0000         0.0000
         4.1127         0.9108         0.0200         0.0000         0.1347         0.0000         0.0000
         4.1138         0.2477         0.1905         0.0000         0.2107         0.0000         0.0000
         4.1192         0.0667         0.2710         0.0000         0.1177         0.0000         0.0000
         4.1225         0.5690         0.0671         0.0000         0.0160         0.0000         0.0000
         4.1290         0.3240         0.0699         0.0000        -0.0451         0.0000         0.0000
         4.1297         0.2619         0.9283         0.0000         0.4838         0.0000         0.0000
         4.1321         0.1002         0.3435         0.0000         0.1526         0.0000         0.0000
         4.1346         0.0610         0.0626         0.0000         0.0505         0.0000         0.0000
         4.1372         0.1558         0.9445         0.0000        -0.3483         0.0000         0.0000
